WEO Country Code,ISO,WEO Subject Code,Subject Descriptor,Units,Scale,2019
674,MDG,TXG_RPCH,Volume of exports of goods,Percent change,,15.963
674,MDG,LP,Population,Persons,Millions,27.055
674,MDG,GGR,General government revenue,National currency,Billions,"7,407.72"
674,MDG,GGR_NGDP,General government revenue,Percent of GDP,,16.372
674,MDG,GGX,General government total expenditure,National currency,Billions,"8,442.00"
674,MDG,GGX_NGDP,General government total expenditure,Percent of GDP,,18.658
674,MDG,GGXCNL,General government net lending/borrowing,National currency,Billions,"-1,034.28"
674,MDG,GGXCNL_NGDP,General government net lending/borrowing,Percent of GDP,,-2.286
674,MDG,GGXONLB,General government primary net lending/borrowing,National currency,Billions,-601.582
674,MDG,GGXONLB_NGDP,General government primary net lending/borrowing,Percent of GDP,,-1.33
674,MDG,GGXWDG,General government gross debt,National currency,Billions,"21,030.06"
674,MDG,GGXWDG_NGDP,General government gross debt,Percent of GDP,,46.478
674,MDG,NGDP_FY,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,"45,246.98"
674,MDG,BCA,Current account balance,U.S. dollars,Billions,-0.202
674,MDG,BCA_NGDPD,Current account balance,Percent of GDP,,-1.612
676,MWI,NGDP_R,"Gross domestic product, constant prices",National currency,Billions,"1,468.77"
676,MWI,NGDP_RPCH,"Gross domestic product, constant prices",Percent change,,4.5
676,MWI,NGDP,"Gross domestic product, current prices",National currency,Billions,"5,666.80"
676,MWI,NGDPD,"Gross domestic product, current prices",U.S. dollars,Billions,7.522
676,MWI,PPPGDP,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,25.167
676,MWI,NGDP_D,"Gross domestic product, deflator",Index,,385.82
676,MWI,NGDPRPC,"Gross domestic product per capita, constant prices",National currency,Units,"72,393.21"
676,MWI,NGDPRPPPPC,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,"1,082.93"
676,MWI,NGDPPC,"Gross domestic product per capita, current prices",National currency,Units,"279,307.37"
676,MWI,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,Units,370.747
676,MWI,PPPPC,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"1,240.43"
676,MWI,PPPSH,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,0.018
676,MWI,PPPEX,Implied PPP conversion rate,National currency per current international dollar,,225.171
676,MWI,NID_NGDP,Total investment,Percent of GDP,,12.324
676,MWI,NGSD_NGDP,Gross national savings,Percent of GDP,,-1.568
676,MWI,PCPI,"Inflation, average consumer prices",Index,,118.8
676,MWI,PCPIPCH,"Inflation, average consumer prices",Percent change,,8.776
676,MWI,PCPIE,"Inflation, end of period consumer prices",Index,,119.315
676,MWI,PCPIEPCH,"Inflation, end of period consumer prices",Percent change,,8.575
676,MWI,TM_RPCH,Volume of imports of goods and services,Percent change,,6.597
676,MWI,TMG_RPCH,Volume of Imports of goods,Percent change,,6.597
676,MWI,TX_RPCH,Volume of exports of goods and services,Percent change,,4.414
676,MWI,TXG_RPCH,Volume of exports of goods,Percent change,,4.414
676,MWI,LP,Population,Persons,Millions,20.289
676,MWI,GGR,General government revenue,National currency,Billions,"1,259.92"
676,MWI,GGR_NGDP,General government revenue,Percent of GDP,,23.61
676,MWI,GGX,General government total expenditure,National currency,Billions,"1,522.51"
676,MWI,GGX_NGDP,General government total expenditure,Percent of GDP,,28.531
676,MWI,GGXCNL,General government net lending/borrowing,National currency,Billions,-262.591
676,MWI,GGXCNL_NGDP,General government net lending/borrowing,Percent of GDP,,-4.921
676,MWI,GGXONLB,General government primary net lending/borrowing,National currency,Billions,-28.141
676,MWI,GGXONLB_NGDP,General government primary net lending/borrowing,Percent of GDP,,-0.527
676,MWI,GGXWDG,General government gross debt,National currency,Billions,"3,474.01"
676,MWI,GGXWDG_NGDP,General government gross debt,Percent of GDP,,65.101
676,MWI,NGDP_FY,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,"5,336.35"
676,MWI,BCA,Current account balance,U.S. dollars,Billions,-1.072
676,MWI,BCA_NGDPD,Current account balance,Percent of GDP,,-14.254
548,MYS,NGDP_R,"Gross domestic product, constant prices",National currency,Billions,"1,422.80"
548,MYS,NGDP_RPCH,"Gross domestic product, constant prices",Percent change,,4.5
548,MYS,NGDP,"Gross domestic product, current prices",National currency,Billions,"1,526.75"
548,MYS,NGDPD,"Gross domestic product, current prices",U.S. dollars,Billions,365.303
548,MYS,PPPGDP,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"1,078.54"
548,MYS,NGDP_D,"Gross domestic product, deflator",Index,,107.306
548,MYS,NGDPRPC,"Gross domestic product per capita, constant prices",National currency,Units,"43,376.22"
548,MYS,NGDPRPPPPC,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,"28,705.92"
548,MYS,NGDPPC,"Gross domestic product per capita, current prices",National currency,Units,"46,545.24"
548,MYS,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,Units,"11,136.81"
548,MYS,PPPPC,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"32,880.83"
548,MYS,PPPSH,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,0.76
548,MYS,PPPEX,Implied PPP conversion rate,National currency per current international dollar,,1.416
548,MYS,NID_NGDP,Total investment,Percent of GDP,,22.484
548,MYS,NGSD_NGDP,Gross national savings,Percent of GDP,,25.601
548,MYS,PCPI,"Inflation, average consumer prices",Index,,121.919
548,MYS,PCPIPCH,"Inflation, average consumer prices",Percent change,,1.024
548,MYS,PCPIE,"Inflation, end of period consumer prices",Index,,123.443
548,MYS,PCPIEPCH,"Inflation, end of period consumer prices",Percent change,,1.934
548,MYS,TM_RPCH,Volume of imports of goods and services,Percent change,,-1.737
548,MYS,TMG_RPCH,Volume of Imports of goods,Percent change,,-4.212
548,MYS,TX_RPCH,Volume of exports of goods and services,Percent change,,0.393
548,MYS,TXG_RPCH,Volume of exports of goods,Percent change,,-1.823
548,MYS,LUR,Unemployment rate,Percent of total labor force,,3.425
548,MYS,LP,Population,Persons,Millions,32.801
548,MYS,GGR,General government revenue,National currency,Billions,304.818
548,MYS,GGR_NGDP,General government revenue,Percent of GDP,,19.965
548,MYS,GGX,General government total expenditure,National currency,Billions,350.674
548,MYS,GGX_NGDP,General government total expenditure,Percent of GDP,,22.969
548,MYS,GGXCNL,General government net lending/borrowing,National currency,Billions,-45.856
548,MYS,GGXCNL_NGDP,General government net lending/borrowing,Percent of GDP,,-3.004
548,MYS,GGSB,General government structural balance,National currency,Billions,-39.638
548,MYS,GGSB_NPGDP,General government structural balance,Percent of potential GDP,,-2.603
548,MYS,GGXONLB,General government primary net lending/borrowing,National currency,Billions,-15.619
548,MYS,GGXONLB_NGDP,General government primary net lending/borrowing,Percent of GDP,,-1.023
548,MYS,GGXWDG,General government gross debt,National currency,Billions,859.681
548,MYS,GGXWDG_NGDP,General government gross debt,Percent of GDP,,56.308
548,MYS,NGDP_FY,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,"1,526.75"
548,MYS,BCA,Current account balance,U.S. dollars,Billions,11.444
548,MYS,BCA_NGDPD,Current account balance,Percent of GDP,,3.133
556,MDV,NGDP_R,"Gross domestic product, constant prices",National currency,Billions,76.818
556,MDV,NGDP_RPCH,"Gross domestic product, constant prices",Percent change,,6.466
556,MDV,NGDP,"Gross domestic product, current prices",National currency,Billions,89.158
556,MDV,NGDPD,"Gross domestic product, current prices",U.S. dollars,Billions,5.786
556,MDV,PPPGDP,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,8.667
556,MDV,NGDP_D,"Gross domestic product, deflator",Index,,116.063
556,MDV,NGDPRPC,"Gross domestic product per capita, constant prices",National currency,Units,"206,626.90"
556,MDV,NGDPRPPPPC,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,"20,351.87"
556,MDV,NGDPPC,"Gross domestic product per capita, current prices",National currency,Units,"239,818.20"
556,MDV,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,Units,"15,562.51"
556,MDV,PPPPC,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"23,311.79"
556,MDV,PPPSH,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,0.006
556,MDV,PPPEX,Implied PPP conversion rate,National currency per current international dollar,,10.287
556,MDV,NID_NGDP,Total investment,Percent of GDP,,20
556,MDV,NGSD_NGDP,Gross national savings,Percent of GDP,,-0.424
556,MDV,PCPI,"Inflation, average consumer prices",Index,,194.289
556,MDV,PCPIPCH,"Inflation, average consumer prices",Percent change,,1.534
556,MDV,PCPIE,"Inflation, end of period consumer prices",Index,,240.865
556,MDV,PCPIEPCH,"Inflation, end of period consumer prices",Percent change,,2.117
556,MDV,TM_RPCH,Volume of imports of goods and services,Percent change,,0.383
556,MDV,TMG_RPCH,Volume of Imports of goods,Percent change,,-1.543
556,MDV,TX_RPCH,Volume of exports of goods and services,Percent change,,7.229
556,MDV,TXG_RPCH,Volume of exports of goods,Percent change,,5.581
556,MDV,LP,Population,Persons,Millions,0.372
556,MDV,GGR,General government revenue,National currency,Billions,23.151
556,MDV,GGR_NGDP,General government revenue,Percent of GDP,,25.967
556,MDV,GGX,General government total expenditure,National currency,Billions,27.638
556,MDV,GGX_NGDP,General government total expenditure,Percent of GDP,,30.999
556,MDV,GGXCNL,General government net lending/borrowing,National currency,Billions,-4.487
556,MDV,GGXCNL_NGDP,General government net lending/borrowing,Percent of GDP,,-5.032
556,MDV,GGXONLB,General government primary net lending/borrowing,National currency,Billions,-2.734
556,MDV,GGXONLB_NGDP,General government primary net lending/borrowing,Percent of GDP,,-3.066
556,MDV,GGXWDG,General government gross debt,National currency,Billions,62.538
556,MDV,GGXWDG_NGDP,General government gross debt,Percent of GDP,,70.142
556,MDV,NGDP_FY,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,89.158
556,MDV,BCA,Current account balance,U.S. dollars,Billions,-1.182
556,MDV,BCA_NGDPD,Current account balance,Percent of GDP,,-20.424
678,MLI,NGDP_R,"Gross domestic product, constant prices",National currency,Billions,"5,433.18"
678,MLI,NGDP_RPCH,"Gross domestic product, constant prices",Percent change,,5.04
678,MLI,NGDP,"Gross domestic product, current prices",National currency,Billions,"10,259.37"
678,MLI,NGDPD,"Gross domestic product, current prices",U.S. dollars,Billions,17.647
678,MLI,PPPGDP,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,47.181
678,MLI,NGDP_D,"Gross domestic product, deflator",Index,,188.828
678,MLI,NGDPRPC,"Gross domestic product per capita, constant prices",National currency,Units,"284,529.15"
678,MLI,NGDPRPPPPC,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,"2,157.07"
678,MLI,NGDPPC,"Gross domestic product per capita, current prices",National currency,Units,"537,271.00"
678,MLI,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,Units,924.178
678,MLI,PPPPC,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"2,470.79"
678,MLI,PPPSH,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,0.033
678,MLI,PPPEX,Implied PPP conversion rate,National currency per current international dollar,,217.449
678,MLI,NID_NGDP,Total investment,Percent of GDP,,18.647
678,MLI,NGSD_NGDP,Gross national savings,Percent of GDP,,13.141
678,MLI,PCPI,"Inflation, average consumer prices",Index,,147.066
678,MLI,PCPIPCH,"Inflation, average consumer prices",Percent change,,0.173
678,MLI,PCPIE,"Inflation, end of period consumer prices",Index,,145.464
678,MLI,PCPIEPCH,"Inflation, end of period consumer prices",Percent change,,1
678,MLI,TM_RPCH,Volume of imports of goods and services,Percent change,,9.356
678,MLI,TMG_RPCH,Volume of Imports of goods,Percent change,,9.821
678,MLI,TX_RPCH,Volume of exports of goods and services,Percent change,,1.204
678,MLI,TXG_RPCH,Volume of exports of goods,Percent change,,1.665
678,MLI,LP,Population,Persons,Millions,19.095
678,MLI,GGR,General government revenue,National currency,Billions,"2,264.32"
678,MLI,GGR_NGDP,General government revenue,Percent of GDP,,22.071
678,MLI,GGX,General government total expenditure,National currency,Billions,"2,571.35"
678,MLI,GGX_NGDP,General government total expenditure,Percent of GDP,,25.063
678,MLI,GGXCNL,General government net lending/borrowing,National currency,Billions,-307.023
678,MLI,GGXCNL_NGDP,General government net lending/borrowing,Percent of GDP,,-2.993
678,MLI,GGXONLB,General government primary net lending/borrowing,National currency,Billions,-205.943
678,MLI,GGXONLB_NGDP,General government primary net lending/borrowing,Percent of GDP,,-2.007
678,MLI,GGXWDN,General government net debt,National currency,Billions,"3,446.65"
678,MLI,GGXWDN_NGDP,General government net debt,Percent of GDP,,33.595
678,MLI,GGXWDG,General government gross debt,National currency,Billions,"3,856.74"
678,MLI,GGXWDG_NGDP,General government gross debt,Percent of GDP,,37.592
678,MLI,NGDP_FY,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,"10,259.37"
678,MLI,BCA,Current account balance,U.S. dollars,Billions,-0.972
678,MLI,BCA_NGDPD,Current account balance,Percent of GDP,,-5.506
181,MLT,NGDP_R,"Gross domestic product, constant prices",National currency,Billions,10.961
181,MLT,NGDP_RPCH,"Gross domestic product, constant prices",Percent change,,5.098
181,MLT,NGDP,"Gross domestic product, current prices",National currency,Billions,13.231
181,MLT,NGDPD,"Gross domestic product, current prices",U.S. dollars,Billions,14.859
181,MLT,PPPGDP,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,22.982
181,MLT,NGDP_D,"Gross domestic product, deflator",Index,,120.71
181,MLT,NGDPRPC,"Gross domestic product per capita, constant prices",National currency,Units,"22,608.72"
181,MLT,NGDPRPPPPC,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,"41,385.96"
181,MLT,NGDPPC,"Gross domestic product per capita, current prices",National currency,Units,"27,291.03"
181,MLT,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,Units,"30,650.17"
181,MLT,PPPPC,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"47,405.02"
181,MLT,NGAP_NPGDP,Output gap in percent of potential GDP,Percent of potential GDP,,0.655
181,MLT,PPPSH,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,0.016
181,MLT,PPPEX,Implied PPP conversion rate,National currency per current international dollar,,0.576
181,MLT,NID_NGDP,Total investment,Percent of GDP,,20.313
181,MLT,NGSD_NGDP,Gross national savings,Percent of GDP,,27.948
181,MLT,PCPI,"Inflation, average consumer prices",Index,,105.678
181,MLT,PCPIPCH,"Inflation, average consumer prices",Percent change,,1.658
181,MLT,PCPIE,"Inflation, end of period consumer prices",Index,,104.124
181,MLT,PCPIEPCH,"Inflation, end of period consumer prices",Percent change,,1.953
181,MLT,TM_RPCH,Volume of imports of goods and services,Percent change,,2.75
181,MLT,TMG_RPCH,Volume of Imports of goods,Percent change,,2.75
181,MLT,TX_RPCH,Volume of exports of goods and services,Percent change,,1.6
181,MLT,TXG_RPCH,Volume of exports of goods,Percent change,,1.6
181,MLT,LUR,Unemployment rate,Percent of total labor force,,3.8
181,MLT,LE,Employment,Persons,Millions,0.245
181,MLT,LP,Population,Persons,Millions,0.485
181,MLT,GGR,General government revenue,National currency,Billions,5.082
181,MLT,GGR_NGDP,General government revenue,Percent of GDP,,38.409
181,MLT,GGX,General government total expenditure,National currency,Billions,5.014
181,MLT,GGX_NGDP,General government total expenditure,Percent of GDP,,37.894
181,MLT,GGXCNL,General government net lending/borrowing,National currency,Billions,0.068
181,MLT,GGXCNL_NGDP,General government net lending/borrowing,Percent of GDP,,0.515
181,MLT,GGSB,General government structural balance,National currency,Billions,0.029
181,MLT,GGSB_NPGDP,General government structural balance,Percent of potential GDP,,0.223
181,MLT,GGXONLB,General government primary net lending/borrowing,National currency,Billions,0.257
181,MLT,GGXONLB_NGDP,General government primary net lending/borrowing,Percent of GDP,,1.94
181,MLT,GGXWDG,General government gross debt,National currency,Billions,5.603
181,MLT,GGXWDG_NGDP,General government gross debt,Percent of GDP,,42.345
181,MLT,NGDP_FY,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,13.231
181,MLT,BCA,Current account balance,U.S. dollars,Billions,1.135
181,MLT,BCA_NGDPD,Current account balance,Percent of GDP,,7.635
867,MHL,NGDP_R,"Gross domestic product, constant prices",National currency,Billions,0.176
867,MHL,NGDP_RPCH,"Gross domestic product, constant prices",Percent change,,2.411
867,MHL,NGDP,"Gross domestic product, current prices",National currency,Billions,0.22
867,MHL,NGDPD,"Gross domestic product, current prices",U.S. dollars,Billions,0.22
867,MHL,PPPGDP,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,0.217
867,MHL,NGDP_D,"Gross domestic product, deflator",Index,,124.769
867,MHL,NGDPRPC,"Gross domestic product per capita, constant prices",National currency,Units,"3,145.67"
867,MHL,NGDPRPPPPC,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,"3,377.06"
867,MHL,NGDPPC,"Gross domestic product per capita, current prices",National currency,Units,"3,924.83"
867,MHL,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,Units,"3,924.83"
867,MHL,PPPPC,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"3,868.21"
867,MHL,PPPEX,Implied PPP conversion rate,National currency per current international dollar,,1.015
867,MHL,PCPI,"Inflation, average consumer prices",Index,,148.512
867,MHL,PCPIPCH,"Inflation, average consumer prices",Percent change,,0.569
867,MHL,PCPIE,"Inflation, end of period consumer prices",Index,,150.776
867,MHL,PCPIEPCH,"Inflation, end of period consumer prices",Percent change,,0.569
867,MHL,TX_RPCH,Volume of exports of goods and services,Percent change,,2.383
867,MHL,LP,Population,Persons,Millions,0.056
867,MHL,GGR,General government revenue,National currency,Billions,0.154
867,MHL,GGR_NGDP,General government revenue,Percent of GDP,,69.913
867,MHL,GGX,General government total expenditure,National currency,Billions,0.153
867,MHL,GGX_NGDP,General government total expenditure,Percent of GDP,,69.491
867,MHL,GGXCNL,General government net lending/borrowing,National currency,Billions,0.001
867,MHL,GGXCNL_NGDP,General government net lending/borrowing,Percent of GDP,,0.423
867,MHL,GGXONLB,General government primary net lending/borrowing,National currency,Billions,0.001
867,MHL,GGXONLB_NGDP,General government primary net lending/borrowing,Percent of GDP,,0.672
867,MHL,GGXWDG,General government gross debt,National currency,Billions,0.051
867,MHL,GGXWDG_NGDP,General government gross debt,Percent of GDP,,23.304
867,MHL,NGDP_FY,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,0.22
867,MHL,BCA,Current account balance,U.S. dollars,Billions,0.009
867,MHL,BCA_NGDPD,Current account balance,Percent of GDP,,4.117
682,MRT,NGDP_R,"Gross domestic product, constant prices",National currency,Billions,97.963
682,MRT,NGDP_RPCH,"Gross domestic product, constant prices",Percent change,,6.628
682,MRT,NGDP,"Gross domestic product, current prices",National currency,Billions,209.184
682,MRT,NGDPD,"Gross domestic product, current prices",U.S. dollars,Billions,5.651
682,MRT,PPPGDP,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,19.811
682,MRT,NGDP_D,"Gross domestic product, deflator",Index,,213.534
682,MRT,NGDPRPC,"Gross domestic product per capita, constant prices",National currency,Units,"24,137.96"
682,MRT,NGDPRPPPPC,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,"4,261.59"
682,MRT,NGDPPC,"Gross domestic product per capita, current prices",National currency,Units,"51,542.72"
682,MRT,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,Units,"1,392.46"
682,MRT,PPPPC,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"4,881.38"
682,MRT,PPPSH,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,0.014
682,MRT,PPPEX,Implied PPP conversion rate,National currency per current international dollar,,10.559
682,MRT,NID_NGDP,Total investment,Percent of GDP,,42.753
682,MRT,NGSD_NGDP,Gross national savings,Percent of GDP,,29.074
682,MRT,PCPI,"Inflation, average consumer prices",Index,,176.174
682,MRT,PCPIPCH,"Inflation, average consumer prices",Percent change,,2.977
682,MRT,PCPIE,"Inflation, end of period consumer prices",Index,,175.605
682,MRT,PCPIEPCH,"Inflation, end of period consumer prices",Percent change,,2.8
682,MRT,TM_RPCH,Volume of imports of goods and services,Percent change,,2.009
682,MRT,TMG_RPCH,Volume of Imports of goods,Percent change,,2.009
682,MRT,TX_RPCH,Volume of exports of goods and services,Percent change,,10.214
682,MRT,TXG_RPCH,Volume of exports of goods,Percent change,,10.214
682,MRT,LP,Population,Persons,Millions,4.058
682,MRT,GGR,General government revenue,National currency,Billions,55.329
682,MRT,GGR_NGDP,General government revenue,Percent of GDP,,26.45
682,MRT,GGX,General government total expenditure,National currency,Billions,55.326
682,MRT,GGX_NGDP,General government total expenditure,Percent of GDP,,26.449
682,MRT,GGXCNL,General government net lending/borrowing,National currency,Billions,0.003
682,MRT,GGXCNL_NGDP,General government net lending/borrowing,Percent of GDP,,0.001
682,MRT,GGXONLB,General government primary net lending/borrowing,National currency,Billions,3.263
682,MRT,GGXONLB_NGDP,General government primary net lending/borrowing,Percent of GDP,,1.56
682,MRT,GGXWDN,General government net debt,National currency,Billions,159.296
682,MRT,GGXWDN_NGDP,General government net debt,Percent of GDP,,76.151
682,MRT,GGXWDG,General government gross debt,National currency,Billions,164.212
682,MRT,GGXWDG_NGDP,General government gross debt,Percent of GDP,,78.501
682,MRT,NGDP_FY,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,209.184
682,MRT,BCA,Current account balance,U.S. dollars,Billions,-0.773
682,MRT,BCA_NGDPD,Current account balance,Percent of GDP,,-13.679
684,MUS,NGDP_R,"Gross domestic product, constant prices",National currency,Billions,371.432
684,MUS,NGDP_RPCH,"Gross domestic product, constant prices",Percent change,,3.675
684,MUS,NGDP,"Gross domestic product, current prices",National currency,Billions,506.928
684,MUS,NGDPD,"Gross domestic product, current prices",U.S. dollars,Billions,14.391
684,MUS,PPPGDP,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,31.663
684,MUS,NGDP_D,"Gross domestic product, deflator",Index,,136.48
684,MUS,NGDPRPC,"Gross domestic product per capita, constant prices",National currency,Units,"293,224.06"
684,MUS,NGDPRPPPPC,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,"21,822.27"
684,MUS,NGDPPC,"Gross domestic product per capita, current prices",National currency,Units,"400,191.10"
684,MUS,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,Units,"11,360.67"
684,MUS,PPPPC,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"24,996.04"
684,MUS,PPPSH,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,0.022
684,MUS,PPPEX,Implied PPP conversion rate,National currency per current international dollar,,16.01
684,MUS,NID_NGDP,Total investment,Percent of GDP,,20.604
684,MUS,NGSD_NGDP,Gross national savings,Percent of GDP,,16.211
684,MUS,PCPI,"Inflation, average consumer prices",Index,,104.123
684,MUS,PCPIPCH,"Inflation, average consumer prices",Percent change,,0.864
684,MUS,PCPIE,"Inflation, end of period consumer prices",Index,,104.47
684,MUS,PCPIEPCH,"Inflation, end of period consumer prices",Percent change,,2.021
684,MUS,TM_RPCH,Volume of imports of goods and services,Percent change,,3.438
684,MUS,TMG_RPCH,Volume of Imports of goods,Percent change,,3.399
684,MUS,TX_RPCH,Volume of exports of goods and services,Percent change,,-2.485
684,MUS,TXG_RPCH,Volume of exports of goods,Percent change,,-3.438
684,MUS,LUR,Unemployment rate,Percent of total labor force,,6.9
684,MUS,LP,Population,Persons,Millions,1.267
684,MUS,GGR,General government revenue,National currency,Billions,118.368
684,MUS,GGR_NGDP,General government revenue,Percent of GDP,,22.6
684,MUS,GGX,General government total expenditure,National currency,Billions,130.242
684,MUS,GGX_NGDP,General government total expenditure,Percent of GDP,,24.868
684,MUS,GGXCNL,General government net lending/borrowing,National currency,Billions,-11.874
684,MUS,GGXCNL_NGDP,General government net lending/borrowing,Percent of GDP,,-2.267
684,MUS,GGSB,General government structural balance,National currency,Billions,-3.086
684,MUS,GGSB_NPGDP,General government structural balance,Percent of potential GDP,,-0.589
684,MUS,GGXONLB,General government primary net lending/borrowing,National currency,Billions,1.675
684,MUS,GGXONLB_NGDP,General government primary net lending/borrowing,Percent of GDP,,0.32
684,MUS,GGXWDG,General government gross debt,National currency,Billions,359.552
684,MUS,GGXWDG_NGDP,General government gross debt,Percent of GDP,,68.651
684,MUS,NGDP_FY,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,523.742
684,MUS,BCA,Current account balance,U.S. dollars,Billions,-1.036
684,MUS,BCA_NGDPD,Current account balance,Percent of GDP,,-7.2
273,MEX,NGDP_R,"Gross domestic product, constant prices",National currency,Billions,"18,599.32"
273,MEX,NGDP_RPCH,"Gross domestic product, constant prices",Percent change,,0.396
273,MEX,NGDP,"Gross domestic product, current prices",National currency,Billions,"24,455.95"
273,MEX,NGDPD,"Gross domestic product, current prices",U.S. dollars,Billions,"1,274.18"
273,MEX,PPPGDP,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"2,627.85"
273,MEX,NGDP_D,"Gross domestic product, deflator",Index,,131.488
273,MEX,NGDPRPC,"Gross domestic product per capita, constant prices",National currency,Units,"147,696.38"
273,MEX,NGDPRPPPPC,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,"18,218.06"
273,MEX,NGDPPC,"Gross domestic product per capita, current prices",National currency,Units,"194,203.58"
273,MEX,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,Units,"10,118.17"
273,MEX,PPPPC,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"20,867.65"
273,MEX,PPPSH,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,1.852
273,MEX,PPPEX,Implied PPP conversion rate,National currency per current international dollar,,9.306
273,MEX,NID_NGDP,Total investment,Percent of GDP,,21.655
273,MEX,NGSD_NGDP,Gross national savings,Percent of GDP,,20.481
273,MEX,PCPI,"Inflation, average consumer prices",Index,,104.028
273,MEX,PCPIPCH,"Inflation, average consumer prices",Percent change,,3.767
273,MEX,PCPIE,"Inflation, end of period consumer prices",Index,,106.322
273,MEX,PCPIEPCH,"Inflation, end of period consumer prices",Percent change,,3.205
273,MEX,TM_RPCH,Volume of imports of goods and services,Percent change,,0.084
273,MEX,TMG_RPCH,Volume of Imports of goods,Percent change,,0.312
273,MEX,TX_RPCH,Volume of exports of goods and services,Percent change,,3.379
273,MEX,TXG_RPCH,Volume of exports of goods,Percent change,,3.317
273,MEX,LUR,Unemployment rate,Percent of total labor force,,3.448
273,MEX,LP,Population,Persons,Millions,125.929
273,MEX,GGR,General government revenue,National currency,Billions,"5,591.00"
273,MEX,GGR_NGDP,General government revenue,Percent of GDP,,22.862
273,MEX,GGX,General government total expenditure,National currency,Billions,"6,275.77"
273,MEX,GGX_NGDP,General government total expenditure,Percent of GDP,,25.662
273,MEX,GGXCNL,General government net lending/borrowing,National currency,Billions,-684.767
273,MEX,GGXCNL_NGDP,General government net lending/borrowing,Percent of GDP,,-2.8
273,MEX,GGSB,General government structural balance,National currency,Billions,-680.768
273,MEX,GGSB_NPGDP,General government structural balance,Percent of potential GDP,,-2.753
273,MEX,GGXONLB,General government primary net lending/borrowing,National currency,Billions,209.684
273,MEX,GGXONLB_NGDP,General government primary net lending/borrowing,Percent of GDP,,0.857
273,MEX,GGXWDN,General government net debt,National currency,Billions,"11,146.59"
273,MEX,GGXWDN_NGDP,General government net debt,Percent of GDP,,45.578
273,MEX,GGXWDG,General government gross debt,National currency,Billions,"13,169.11"
273,MEX,GGXWDG_NGDP,General government gross debt,Percent of GDP,,53.848
